City,County,Code,Site,Waste Type,Waste Sub-Type,Description,Category,Label,Volume in mt,Increase,BQ,Radionuclides
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Atelier 6-Production,Graphite waste - Fosse FS (78.15 t),Long-lived low activity,F5-4-01,"157,62855",,Data updated with each new edition of the National Inventory,"14C, 60Co, 63Ni, 137Cs"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Atelier 6-Production,"Graphite waste - Pits GR1, 2, 3, 4 (682 t)",Long-lived low activity,F5-4-01,"1375,594",,Data updated with each new edition of the National Inventory,"14C, 60Co, 63Ni, 137Cs"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Atelier 6-Production,"Magnesium waste (Marcoule) - Pits MG1, 2, 3, 4 (513.83 t)",Average long-lived activity,F2-4-09,"753,78861",,Data updated with each new edition of the National Inventory,"60Co, 63Ni, 90Sr, 99Tc, 137Cs, 151Sm"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,Pre-settler pit waste (sludge) (167 t),Low and medium short-lived activity,F3-4-06,"1286,568",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,Decanter pit waste (70.509 t),Average long-lived activity,F2-4-10,"191,361426",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,North Zone 1 zeolites and diatoms (65.597 t),Average long-lived activity,F2-4-10,"237,395543",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,Process resins North Zone 2 (32.186 t),Average long-lived activity,F2-4-10,"116,481134",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,South Zone zeolites and diatoms (94.025 t),Low and medium short-lived activity,F3-4-06,"1457,3875",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,MA East sludge (48.36 t),Average long-lived activity,F2-4-10,"262,54644",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,MA West sludge (13 t ),Low and medium short-lived activity,F3-4-06,"227,5",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,Sludge - Insoluble deposits At.7-P packaged in drums (NIE storage) (58 drums of 380L),Average long-lived activity,F2-4-10,"61,422",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Atelier 6-Production,At.7-P resins packaged in drums (NIE storage) (50 drums of 380L),Average long-lived activity,F2-4-10,"20,65",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Atelier 6-Production,Magnesium waste in drums (1.2817 t),Low and medium short-lived activity,F3-4-04,"10,9790422",,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (24 x 118L drums)",Low and medium short-lived activity,F3-4-01,"1,224",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",Low and medium short-lived activity,F3-4-03,"0,44",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,FMA-VC category non-compactable asbestos waste in 118L (9X) metal drums (2 x 118L drums),Low and medium short-lived activity,F3-4-09,"1,624",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,FMA-VC category non-compactable asbestos waste in 118L metal drums (CBFK) (2 x 118L drums),Low and medium short-lived activity,F3-4-03,"1,96",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (2 BI)",Low and medium short-lived activity,F3-4-02,"8,12",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,Technological waste FMA-VC - Aerosol cans awaiting treatment (2 drums of 118L),Low and medium short-lived activity,F3-4-02,"0,348",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,Contaminated solvents and oils (0.65 m3),Low and medium short-lived activity,F3-7-01,0,,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (312.34 m3)",Very low activity,TFA-05,"312,34",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Installation 4-Support,"Unconditioned VLL technological waste (metallic, non-metallic, inert, etc.) (110.44 m3)",Very low activity,TFA-05,"110,44",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets historiques,Installation 4-Support,Earth and rubble (trenches) (12200 m3),Other?,DSH,"49995,6",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD), Déchets activés,Installation 4-Support (Bloc de Désactivation Horizontal (BDH)),Activated items PHENIX (21 items),Low and medium short-lived activity,F3-4-03,"22,869",,Data updated with each new edition of the National Inventory,"3H, 54Mn, 55Fe, 60Co, 63Ni"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,Installation 4-Support (Fosses PHENIX 1 et 2),PHE bins and SAP containers (711 PHE bins),Low and medium short-lived activity,F3-4-03,"696,78",,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,Installation 4-Support (Fosses PHENIX 1 et 2),SAP Containers (4 SAP Container),Average long-lived activity,DIV2-10,"0,756",,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,Installation 4-Support (Fosses PHENIX 1 et 2),CEL bins (240 CEL bins),Low and medium short-lived activity,F3-4-03,"235,2",,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,Installation 4-Support (Fosses PHENIX 1 et 2),Co spring castles (cobalt castles) (5 castles),Other?,S01,0,,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,Installation 4-Support (Fosses PHENIX 1 et 2),ISAI bins (10 bins Bins At.12-P),Average long-lived activity,F2-4-07,"4,49",,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation,Installation 4-Support (Bât 99),"Non-standard technological waste of the FMA-VC category (plastic, metal, inert, etc.) in metal drums (4 drums of 223 liters and 118 liter drum)",Low and medium short-lived activity,F3-4-03,"3,92",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation,Installation 4-Support (Bât 99),"Non-standard technological waste of the MA-VL category (plastic, metal, inert, etc.) in metal drums (4 drums of 223 liters and 118 liter drum)",Average long-lived activity,F2-4-11,"3,52",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation,Installation 4-Support (Bât 99),Ionization chamber (4 x 223 liter drums and 118 liter drum),Low and medium short-lived activity,F3-4-03,"3,92",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets Alpha,Installation 4-Support (Bât 99),Alpha waste in C7 shells containing drums of cakes (10 shells),Average long-lived activity,F2-5-07,"6,29",,Data updated with each new edition of the National Inventory,"241Am, Pu"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets Alpha,Installation 4-Support (Fosses HA) ,Alpha waste in container (10.1 m3),Average long-lived activity,F2-5-07,"25,3914",,Data updated with each new edition of the National Inventory,239Pu
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets issus du traitement des effluents,Installation 4-Support (Fosses STEL),Bitumen block (pit 170) (0.975 t),Low and medium short-lived activity,F3-4-03,"7,02585",,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets issus du traitement des effluents,Installation 4-Support (Fosses STEL),Oversized bitumen drums (pit 149) (4 bitumen drums of 220 liters HG),Long-lived low activity,F9-4-01,"4,9",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets issus du traitement des effluents ,Installation 4-Support (Bât 190),Bitumen drums packaged in shells (5 M4 shells),Long-lived low activity,F9-4-01,"6,125",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Installation 4-Support (Fosses STEL),MAR200 resins in shell (61 shells),Average long-lived activity,F2-4-10,"56,608",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Installation 4-Support (Fosses STEL),MAR200 resins in shells - associated waste (61 shells),Low and medium short-lived activity,F3-4-03,"32,269",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets activés,Installation 4-Support (Bloc de Désactivation Horizontal (BDH)),Activated Elements PHENIX (BDC - B4C Command Bar) (33 elements),Average long-lived activity,F2-4-15,"2,178",,Data updated with each new edition of the National Inventory,"3H, 54Mn, 55Fe, 60Co, 63Ni"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Bât 99),"Non-immobilized ATM fusion pellets, in CBFK (tritiated) (151 pellets)",Low and medium short-lived activity,F4-6-04,"147,98",,Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 63Ni, 65Zn"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Bât 99),Former ATM melting caps in drums (1314 drums of 223 liters and CORTEN),Low and medium short-lived activity,F4-6-04,"1287,72",,Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 63Ni, 65Zn"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Fosses HA) ,"Pots of tritiated resins in pit HA (containers A, B and C) (19 pots of resins)",Low and medium short-lived activity,F4-6-04,"23,674",,Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Installation 4-Support (Bât 190),CDS resins in C4 shell (20 shells),Low and medium short-lived activity,F3-4-06,"73,5",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Bât 190),Process waste - alumina and alumina filters (24 alumina filters),Low and medium short-lived activity,F4-6-04,"23,52",,Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Bât 190),Process waste - 20 micron filters (24 x 20 micron filters),Low and medium short-lived activity,F4-6-04,"23,52",,Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Installation 4-Support (Bât 190),Tritiated resins (D2O + H2O) (31 units),Low and medium short-lived activity,F4-6-04,"41,85",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Installation 4-Support (Bât 190),DEG resins in C7 shell. (8 shells),Low and medium short-lived activity,F3-4-06,"14,704",,Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Bât 190),"MA-VL category waste in various packages (excluding aluminium, alumina and resins) (60 5m³ boxes / M2, M3, M4 shells / ferrules / CBFK / capacity)",Average long-lived activity,F2-4-11,"36,84",,Data updated with each new edition of the National Inventory,"60Co, 63Ni"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Bât 190),Drums 118L DIADEM (1 Drums 118l),Low and medium short-lived activity,F3-4-03,1,,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Bât 190),Packaging waste (27 boxes 5m3),Very low activity,TFA-05,27,,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Bât 190),"FMA-VC category waste in various packages (excluding aluminium, alumina and resins) (27 Units)",Low and medium short-lived activity,F3-4-03,"18,9",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets activés,Installation 4-Support (Puits de désactivation),"PHENIX hulls and end fittings (6,084 m3)",Average long-lived activity,F2-4-07,"1,776528",,Data updated with each new edition of the National Inventory,"60Co, 63Ni, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Puits de désactivation),FMA-VC category technological and metallic waste (2.2 m3),Low and medium short-lived activity,F3-4-03,"2,2",,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Installation 4-Support (Puits de désactivation),Technological and metallic waste of category MA-VL (1 m3),Average long-lived activity,F2-4-11,1,,Data updated with each new edition of the National Inventory,"60Co, 63Ni, 239Pu, 241Am"
CHUSCLAN,Gard,30081,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques métalliques,Installation 4-Support (Fosses HA) ,"MA-VL waste in container (MA-VL category waste, excluding tritiated and alpha) (28 HA type A. B and C containers)",Average long-lived activity,F2-4-11,"101,248",,Data updated with each new edition of the National Inventory,"60Co, 137Cs"
