City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"LS-LH (0,005 m3)",F3-7-01,0,"7,00E+06",14C
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SI (0,24 m3)",F3-7-01,"0,01896","5,00E+04",3H
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"LA (0,03 m3)",F3-7-01,0,"1,60E+05",3H
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SO (0,12 m3)",F3-7-01,"0,00948","1,62E+06",14C
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SO (0,12 m3)",F3-7-01,"0,00948",4.40E+05,3H
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SLV (0,12 m3)",F3-7-01,"0,00708","2,52E+06",3H
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SLV (0,12 m3)",F3-7-01,"0,00708","1,96E+06",14C
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SL (0,12 m3)",F3-7-01,"0,00708","1,71E+06",3H
PARIS 06,Paris,PARIS V UNIVERSITY - RENE DESCARTES - FACULTY OF PHARMACY - INSERM UMR-S1144,,"SI (0,24 m3)",F3-7-01,"0,01896","6,00E+03",14C
PARIS 06,Paris,UNIVERSITE PARIS V - RENE DESCARTES - INSERM UMR 1124,,"SI (0,24 m3)",F3-7-01,"0,01896",1.40E+08,"3H, 14C"
PARIS 06,Paris,UNIVERSITE PARIS V - RENE DESCARTES - INSERM UMR 1124,,"L.A. (0,01 m3)",F3-7-01,0,"1,20E+07","3H, 14C"
PARIS 06,Paris,UNIVERSITE PARIS V - RENE DESCARTES - INSERM UMR 1124,,"SL (0,24 m3)",F3-7-01,"0,01416","6,00E+06","3H, 14C"
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"SL (0,033 m3)",F3-7-01,"0,001947","1,00E+06","3H, 55Fe"
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"SLV (0,01 m3)",F3-7-01,"0,00059","8,00E+04","3H, 14C"
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"L.A. (0,06 m3)",F3-7-01,0,"2,00E+06",3H
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"SI (0,8 m3)",F3-7-01,"0,0632","1,00E+07","3H, 14C"
PARIS 13,Paris,PARIS VII UNIVERSITY - DENIS DIDEROT - PREVENTION AND SAFETY AT WORK POLE / CENTRALIZED HOLDER,,"LS-LH (0,02 m3)",F3-7-01,0,"2,00E+06",3H
CASTANET-TOLOSAN,Haute-Garonne,PAUL SABATIER UNIVERSITY - CNRS - UPS - UMR 5546 POLE OF PLANT BIOTECHNOLOGY,,"SL (0,05 m3)",F3-7-01,"0,00295","1,00E+07","3H, 14C"
CASTANET-TOLOSAN,Haute-Garonne,PAUL SABATIER UNIVERSITY - CNRS - UPS - UMR 5546 POLE OF PLANT BIOTECHNOLOGY,,"SI (0,06 m3)",F3-7-01,"0,00474","1,00E+07","3H, 14C"
CASTANET-TOLOSAN,Haute-Garonne,PAUL SABATIER UNIVERSITY - CNRS - UPS - UMR 5546 POLE OF PLANT BIOTECHNOLOGY,,"L.A. (0,01 m3)",F3-7-01,0,"1,00E+07","3H, 14C"
COMPIEGNE,Oise,UTC COMPIEGNE - DEPARTMENT OF BIOLOGICAL ENGINEERING,,"LA (0,005 m3)",F3-7-01,0,"6,00E+06","3H, 14C"
COMPIEGNE,Oise,UTC COMPIEGNE - DEPARTMENT OF BIOLOGICAL ENGINEERING,,"SL (0,04 m3)",F3-7-01,"0,00236","1,50E+05","3H, 14C"
COMPIEGNE,Oise,UTC COMPIEGNE - DEPARTMENT OF BIOLOGICAL ENGINEERING,,"SI (0,24 m3)",F3-7-01,"0,01896","1,10E+05","3H, 14C"
RIOM,Puy-de-Dôme,VALBIOTIS - RIOM PRECLINICAL R&amp;D,,"SO (0,22 m3)",F3-7-01,"0,01738","3,65E+06","3H, 14C"
RIOM,Puy-de-Dôme,VALBIOTIS - RIOM PRECLINICAL R&amp;D,,"SL (0,055 m3)",F3-7-01,"0,003245","4,30E+06","3H, 14C"
RIOM,Puy-de-Dôme,VALBIOTIS - RIOM PRECLINICAL R&amp;D,,"L.A. (0,004 m3)",F3-7-01,0,"4,00E+06","3H, 14C"
VILLENEUVE-LES-AVIGNON,Gard,IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH,,"SI (0,002 m3)",F3-7-01,"0,000158","1,00E+02",3H
VILLENEUVE-LES-AVIGNON,Gard,IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH,,"SLV (0,0005 m3)",F3-7-01,"0,0000295","2,50E+03",3H
VILLENEUVE-LES-AVIGNON,Gard,IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH,,"SI (0,0002 m3)",F3-7-01,"0,0000158","1,00E+01",226Ra
VILLENEUVE-LES-AVIGNON,Gard,IRSN - INTERVENTION AND ASSISTANCE IN RADIATION PROTECTION - SOUTH,,"SI (0,01 m3)",F3-7-01,"0,00079","5,50E+02",U
SAINT-ROMAIN-DE-JALIONAS,Isère,NCT - Container maintenance,,"SI (0,16 m3)",F3-7-01,"0,01264",2.40E+05,60Co
MONACO,Monaco?,MONEGASQUE SANITATION COMPANY - SMA,,"SI (0,0005 m3)",F3-7-01,"0,0000395","0,00E+00",
MONACO,Monaco?,MONEGASQUE SANITATION COMPANY - SMA,,"SI (0,01 m3)",F3-7-01,"0,00079","0,00E+00",
LISSES,Essonne,PETNET SOLUTIONS - PRODUCTION CENTER,,"SI (0,82 m3)",F3-7-01,"0,06478","8,50E+08","54Mn, 60Co, 57Co, 65Zn, 109Cd, 56Co"
LISSES,Essonne,PETNET SOLUTIONS - PRODUCTION CENTER,,"LS-LH (0,35 m3)",F3-7-01,0,"1,75E+08",56Co
BAGNOLS-SUR-CEZE,Gard,CEA CIVIL - MARCOULE (ATALANTE - PHENIX),Déchets d'exploitation et de maintenance,"Compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (103 x 118-litre drums)",F3-4-01,"5,253",Data updated with each new edition of the National Inventory,
BAGNOLS-SUR-CEZE,Gard,CEA CIVIL - MARCOULE (ATALANTE - PHENIX),Déchets d'exploitation et de maintenance,"Compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (68 x 118-litre drums)",F3-4-03,"14,96",Data updated with each new edition of the National Inventory,
BAGNOLS-SUR-CEZE,Gard,CEA CIVIL - MARCOULE (ATALANTE - PHENIX),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (1 BI)",F3-4-02,"4,06",Data updated with each new edition of the National Inventory,
BAGNOLS-SUR-CEZE,Gard,CEA CIVIL - MARCOULE (ATALANTE - PHENIX),Déchets dont la filière de gestion reste à définir (DSFI),Graphite in drums (0.12 m3),DIV3-05,"0,12",Data updated with each new edition of the National Inventory,
PONTFAVERGER-MORONVILLIERS,Marne,CEA DAM - MORONVILLIERS,Déchets contaminés par de l'uranium appauvri,FA solid waste (4 m3),DIV3-10,4,Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets de procédé en attente de conditionnement ,Non-Compliant Packaged Waste (98 t),F3-7-01,"18,914",Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets de procédé en attente de conditionnement ,Fusion dust (138 t),F3-7-01,"202,998",Data updated with each new edition of the National Inventory,
CODOLET,Gard,CYCLIFE FRANCE - CENTRACO,Déchets de procédé en attente de conditionnement ,Ashes and Cinders (32 t),F3-7-01,"42,592",Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,GENDARMERIE - RG IDF BEYNES,Déchets,Waste bags (18 waste bags),F3-7-01,"0,004536",Data updated with each new edition of the National Inventory,
CROZON,Finistère,NATIONAL NAVY - LONG ISLAND BASE,Déchets de procédé,ventilation filters (1.7 m3),F3-2-10,"1,7",Data updated with each new edition of the National Inventory,
QUEVEN,Morbihan,MARINE NATIONALE - CELAE DET LANN-BIHOUE,Matériels de manipulation et EPI,Waste (0.006 m3 - 1 Lot),F3-7-01,0,Data updated with each new edition of the National Inventory,
LIMEIL-BREVANNES,Val-de-Marne,SOUTHERN - LIMEIL-BREVANNES,Flacons de scintillation en polyéthylène,Liquid scintillating vials (0.12 m3),F3-7-01,"0,00708",Data updated with each new edition of the National Inventory,
CLAMART,Hauts-de-Seine,SSA - SPRA,Déchets liquides,"Vials, ampoules and tubes (0.000015 m3 unit)",F3-7-01,0,Data updated with each new edition of the National Inventory,
CLAMART,Hauts-de-Seine,SSA - SPRA,Déchets divers/poudres,Miscellaneous (0.00005 m3 unit),F3-7-01,"0,00000395",Data updated with each new edition of the National Inventory,
AMBERIEU-EN-BUGEY,Ain,ARMEE DE L&#39;AIR - BA 278 AMBERIEU,Tubes électroniques,"Tube F 3003 (0,04 m3 - 0,003 t - 6 unite)",S01,0,Data updated with each new edition of the National Inventory,
AMBERIEU-EN-BUGEY,Ain,ARMEE DE L&#39;AIR - BA 278 AMBERIEU,Tubes électroniques,Radar electron tube OA2 WAUnidentified manufacturers (0.01 m3 - 0.00001 t - 2 unit),S01,0,Data updated with each new edition of the National Inventory,
AMBERIEU-EN-BUGEY,Ain,ARMEE DE L&#39;AIR - BA 278 AMBERIEU,Tubes électroniques Eclateur pour radar,Electron tube with H3 radioelement. Installed in radar. Can come in a kit (0.01 m3 - 0.00001 t - 2 units),S01,0,Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXJ2 (inerte et bois),Inert and wood (EDF) (17.5 m3 - 20.955 t - 20 units),TFA-02,"17,5",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXJ2 (inerte et bois),"Inert and wood (ANDRA Polluted Sites) (4,375 m3 - 1,007 t - 5 units)",TFA-13,"4,375",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXJ2 (inerte et bois),"Inert and wood (Other) (4,375 m3 - 3,017 t - 5 unit)",TFA-08,"4,375",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire TBJ2 (compactable),Technological and fermentable compactable (EDF) (43.75 m3 - 4.098 t - 50 unit),TFA-02,"43,75",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire TBJ2 (compactable),Technological and fermentable compactable (Polluted Sites) (16.625 m3 - 1.63 t - 19 units),TFA-13,"16,625",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC1 (DIB),Non-compactable metallic (CEA) (2.7 m3 - 0.5 t - 2 units),TFA-05,"2,7",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC1 (DIB),Non-compactable metallic (EDF) (4.05 m3 - 0.671 t - 3 unit),TFA-02,"4,05",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC1 (DIB),Non-compactable metal (ANDRA Polluted Sites) (3.326 m3 - 1.7 t - 3 units),TFA-13,"3,326",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC2 (métallique non compactable),non-compactable metal (CEA) (2.77 m3 - 3.428 t - 1 unit),TFA-05,"2,77",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC2 (métallique non compactable),non-compactable metal (EDF) (83.1 m3 - 71.533 t - 30 units),TFA-02,"83,1",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AYC2 (métallique non compactable),non-compactable metal (Others) (2.77 m3 - 0.56 t - 1 unit),TFA-08,"2,77",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable),powder and/or fine-grained waste (EDF) (14 m3 - 3.514 t - 70 units),TFA-02,14,Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable),powder and/or fine-grain waste (CEA) (0.2 m3 - 0.038 t - 1 unit),TFA-05,"0,2",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable),powder and/or fine-grained waste (medical) (7 m3 - 1 t - 32 units),TFA-07,7,Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXD1/AXX0 (fût de 200 litres DIB non compactable),powder and/or fine-grained waste (ANDRA Polluted Sites) (0.6 m3 - 0.094 t - 3 units),TFA-13,"0,6",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AZI2 (Déchets métalliques contaminés en labile),Contaminated non-compactable waste (ANDRA Polluted Sites) (5.326 m3 - 2 t - 1 unit),TFA-13,"5,326",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Conteneurs demi-hauteur injectables en l'état ,injectable half-heights (various industries) (217.89 m3 - 42.346 t - 12 units),TFA-08,"217,89",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Conteneurs IP2 avec des déchets à traiter,Bulk waste to be reconditioned and characterized (various industries) (274.5 m3 - 338.725 t - 25 units),TFA-08,"274,5",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire Fût PEHD 120L,Compactable waste (Medical) (57.48 m3 - 12.552 t - 479 unit),TFA-07,"57,48",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire Fût PEHD 120L,Compactable waste (ANDRA Polluted Sites) (2.76 m3 - 2.843 t - 23 units),TFA-13,"2,76",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire AXC1 (déchets non compactables),Non-compactable waste (Other) (170.1 m3 - 46.464 t - 126 unit),TFA-08,"170,1",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire FM400L (métalliques),Metal waste (Medical) (0.8 m3 - 1 t - 2 unit),TFA-07,"0,8",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire FM120L (métalliques),Metal waste (Medical) (3.12 m3 - 1 t - 26 unit),TFA-07,"3,12",Data updated with each new edition of the National Inventory,
EPOTHEMONT,Aube,THEN - MAY,Colis primaire FM40L (métalliques),Metal Waste (Medical) (0.28 m3 - 1 t - 7 unit),TFA-07,"0,28",Data updated with each new edition of the National Inventory,
NARBONNE,Aude,ORANO / ORANO CYCLE - MALVESI (USINE),Déchets divers mélangés à de la terre inerte sous le bassin B3 (uranium contenu inférieur à 1 tonne).,Miscellaneous waste mixed with inert earth (22890 m3 - 36624 t - 36624 1),TFA-01,36624,Data updated with each new edition of the National Inventory,
MARSEILLE,Bouches-du-Rhône,PECHINEY BUILDING (STOPPED SITES) - AYGALADES,Scories de charbon,"coal slag (200,000 t)",DSH,0,Data updated with each new edition of the National Inventory,
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS - MEDITERRANEAN INSTITUTE OF MICROBIOLOGY (IMM) FR 3479,,DGD - Declining managed waste,DGD,"0,2",-,"32P,33P,35S"
MARSEILLE,Bouches-du-Rhône,MARSEILLE CANCER RESEARCH INSTITUTE - PAOLI-CALMETTES INSTITUTE - INSERM UMR 1068 CRCM,,DGD - Declining managed waste,DGD,"0,28",-,32P
MARSEILLE,Bouches-du-Rhône,APHM - LA TIMONE CHU - CENTRAL DEPARTMENT OF BIOPHYSICS AND NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - RADIOANALYSIS,,DGD - Declining managed waste,DGD,"61,95",-,"111In,123I,125I,131I,201Tl,99mTc"
MARSEILLE,Bouches-du-Rhône,APHM - CHU NORD - NUCLEAR MEDICINE SERVICE,,DGD - Declining managed waste,DGD,"2,5",-,"67Ga,111In,201Tl,99mTc"
MARSEILLE,Bouches-du-Rhône,CLAIRVAL PRIVATE HOSPITAL - SA CLAIRVAL MEDICAL IMAGING - SCINTIGRAPHY,,DGD - Declining managed waste,DGD,6,-,"18F,67Ga,111In,123I,201Tl,99mTc"
MARSEILLE,Bouches-du-Rhône,INSTITUT J. PAOLI - I. CALMETTE - NUCLEAR MEDECINE - BIOLOGIE - RADIOTHERAPIE - BIOMEDICAL RECHERCHE,,DGD - Declining managed waste,DGD,"9,8",-,"68Ga,123I,125I,131I,99mTc,177Lu"
MARSEILLE,Bouches-du-Rhône,FACULTY OF MEDICINE NORTH SECTOR - INSERM UMR 1072 - ION CHANNEL AND SYNAPSE NEUROBIOLOGY UNIT (UNIS),,DGD - Declining managed waste,DGD,"0,1",-,125I
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7257 ARCHITECTURE AND FUNCTION OF BIOLOGICAL MACROMOLECULES (AFMB),,DGD - Declining managed waste,DGD,"0,5",-,"32P,35S"
MARSEILLE,Bouches-du-Rhône,CYCLOPHARMA LABORATORIES - MARSEILLE,,DGD - Declining managed waste,DGD,"1,056",-,"58Co,18F,51Cr,56Co"
MARSEILLE,Bouches-du-Rhône,ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION RADIOPHARMACEUTIQUE : MARSEILLE,,DGD - Declining managed waste,DGD,"0,795",-,18F
MARSEILLE,Bouches-du-Rhône,UNIVERSITY OF AIX-MARSEILLE II (MEDITERRANEAN) - LUMINY CAMPUS - INSERM US012 CIPHE (Immunophenomics Center),,DGD - Declining managed waste,DGD,"0,09",-,32P
Marseille,Bouches-du-Rhône,APHM - CHU DE LA TIMONE - CERIMED,,DGD - Declining managed waste,DGD,"6,1",-,"18F,68Ga,123I,99mTc"
Marseille,Bouches-du-Rhône,INNATE PHARMA - PHARMACOLOGIE,,DGD - Declining managed waste,DGD,"0,9",-,51Cr
MARSEILLE,Bouches-du-Rhône,ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION RADIOPHARMACEUTIQUE : MARSEILLE,,"SC (0,555 m3)",TFA(SC-SNC),"0,3552","0,00E+00","54Mn, 57Co, 58Co, 51Cr, 56Co"
MARSEILLE,Bouches-du-Rhône,CYCLOPHARMA LABORATORIES - MARSEILLE,,"TFA-09 (0,51 m3)",TFA-09,"0,51","1,00E+09","54Mn, 57Co"
MARSEILLE,Bouches-du-Rhône,APHM - LA TIMONE CHU - CENTRAL DEPARTMENT OF BIOPHYSICS AND NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - RADIOANALYSIS,,"SNC (0,12 m3)",TFA(SC-SNC),"0,12","1,00E+06",177Lu
MARSEILLE,Bouches-du-Rhône,APHM - LA TIMONE CHU - CENTRAL DEPARTMENT OF BIOPHYSICS AND NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - RADIOANALYSIS,,"TFA-07 (0,6 m3)",TFA-07,"0,6","0,00E+00",
MARSEILLE,Bouches-du-Rhône,INSTITUT J. PAOLI - I. CALMETTE - NUCLEAR MEDECINE - BIOLOGIE - RADIOTHERAPIE - BIOMEDICAL RECHERCHE,,"TFA-07 (0,15 m3)",TFA-07,"0,15","0,00E+00",
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7257 ARCHITECTURE AND FUNCTION OF BIOLOGICAL MACROMOLECULES (AFMB),,"SC (0,08 m3)",TFA(SC-SNC),"0,0512","1,50E+07",3H
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS - MEDITERRANEAN INSTITUTE OF MICROBIOLOGY (IMM) FR 3479,,"SC (0,05 m3)",TFA(SC-SNC),"0,032","2,72E+06","3H, 14C"
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS - UMR 7280 MARSEILLE LUMINY IMMUNOLOGY CENTER (CIML),,SNC (1 m3),TFA(SC-SNC),1,4.40E+04,3H
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS - UMR 7280 MARSEILLE LUMINY IMMUNOLOGY CENTER (CIML),,SNC (1 m3),TFA(SC-SNC),1,"1,30E+04",14C
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS -UMR 7288 INSTITUTE OF DEVELOPMENTAL BIOLOGY OF MARSEILLE LUMINY (IBDML),,"SNC (0,015 m3)",TFA(SC-SNC),"0,015","1,00E+06",3H
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS -UMR 7288 INSTITUTE OF DEVELOPMENTAL BIOLOGY OF MARSEILLE LUMINY (IBDML),,"SNC (0,005 m3)",TFA(SC-SNC),"0,005","1,00E+06",14C
MARSEILLE,Bouches-du-Rhône,CNRS - PROVENCE AND CORSICA DELEGATION - CNRS -UMR 7288 INSTITUTE OF DEVELOPMENTAL BIOLOGY OF MARSEILLE LUMINY (IBDML),,"DIV9-06 (0,001 m3)",DIV9-06,"0,001",6.84E+06,"234U, 235U, 238U"
MARSEILLE,Bouches-du-Rhône,ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION RADIOPHARMACEUTIQUE : MARSEILLE,,"SI (0,81 m3)",F3-7-01,"0,06399","0,00E+00","54Mn, 57Co, 58Co, 51Cr, 56Co"
MARSEILLE,Bouches-du-Rhône,ADVANCED ACCELERATOR APPLICATIONS - PRODUCTION RADIOPHARMACEUTIQUE : MARSEILLE,,L.A. (0.152 m3),F3-7-01,0,"0,00E+00","54Mn, 57Co, 58Co, 51Cr, 56Co"
MARSEILLE,Bouches-du-Rhône,CYCLOPHARMA LABORATORIES - MARSEILLE,,"L.A. (0,11 m3)",F3-7-01,0,"6,00E+05","3H, 54Mn, 57Co"
MARSEILLE,Bouches-du-Rhône,CYCLOPHARMA LABORATORIES - MARSEILLE,,"SI (0,098 m3)",F3-7-01,"0,007742","6,30E+06","54Mn, 57Co"
MARSEILLE,Bouches-du-Rhône,APHM - LA TIMONE CHU - CENTRAL DEPARTMENT OF BIOPHYSICS AND NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - RADIOANALYSIS,,"SL (0,24 m3)",F3-7-01,"0,01416","4,00E+06",14C
MARSEILLE,Bouches-du-Rhône,APHM - LA TIMONE CHU - CENTRAL DEPARTMENT OF BIOPHYSICS AND NUCLEAR MEDICINE - SCINTIGRAPHY - RADIOTHERAPY - RADIOANALYSIS,,"SI (0,12 m3)",F3-7-01,"0,00948","3,00E+06",14C
MARSEILLE,Bouches-du-Rhône,APHM - CHU NORD - NUCLEAR MEDICINE SERVICE,,"L.A. (0,011 m3)",F3-7-01,0,"1,00E+06",68Ge
MARSEILLE,Bouches-du-Rhône,APHM - CHU NORD - NUCLEAR MEDICINE SERVICE,,"SI (0,03 m3)",F3-7-01,"0,00237","1,00E+05",68Ge
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7257 ARCHITECTURE AND FUNCTION OF BIOLOGICAL MACROMOLECULES (AFMB),,"LA (0,03 m3)",F3-7-01,0,"3,70E+07",3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7257 ARCHITECTURE AND FUNCTION OF BIOLOGICAL MACROMOLECULES (AFMB),,"SL (0,004 m3)",F3-7-01,"0,000236","4,90E+06",3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"LS-LH (0,01 m3)",F3-7-01,0,6.07E+07,3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"L.A. (0,01 m3)",F3-7-01,0,"3,20E+08",14C
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"L.A. (0,004 m3)",F3-7-01,0,"4,74E+07",14C
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"L.A. (0,01 m3)",F3-7-01,0,1.85E+07,14C
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"LA (0,03 m3)",F3-7-01,0,"1,36E+06",55Fe
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"SI (0,025 m3)",F3-7-01,"0,001975","1,00E+06","3H, 14C"
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"SL (0,003 m3)",F3-7-01,"0,000177","5,05E+06","3H, 14C, 55Fe"
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"LA (0,009 m3)",F3-7-01,0,"1,98E+08",3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"LA (0,002 m3)",F3-7-01,0,"8,90E+06",3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITE - CNRS - UMR 7294 INSTITUT MEDITERRANEEN D&#39;OCEANOLOGIE (MIO),,"SI (0,009 m3)",F3-7-01,"0,000711","5,50E+06",3H
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITY - MEDITERRANEAN INSTITUTE OF OCEANOLOGY (MIO) - UMR 7294 (former LOPB UMR 6535),,"SI (0,12 m3)",F3-7-01,"0,00948",1.24E+08,"3H, 14C, 32Si"
MARSEILLE,Bouches-du-Rhône,AIX-MARSEILLE UNIVERSITY - MEDITERRANEAN INSTITUTE OF OCEANOLOGY (MIO) - UMR 7294 (former LOPB UMR 6535),,"SLV (0,03 m3)",F3-7-01,"0,00177","6,00E+04",14C
