City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets particuliers,DSFI- Organic deposits from batteries and dosing pistons (0.15 m3),DIV3-05,"0,15",Data updated with each new edition of the National Inventory,"239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD), Déchets activés,Activated items PHENIX (potentially recategorizable) (72 items),F3-4-03,"78,408",Data updated with each new edition of the National Inventory,ND
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (1.9 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (C0) (16 x 118L drums)",F3-4-01,"0,816",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in 118L metal drums (CBFK) (3 drums of 118L)",F3-4-03,"0,66",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (1 BI)",F3-4-02,"4,06",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets historiques,Waste on areas (to be reconditioned) in C0 (32.7 m3),F3-4-01,"13,9956",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets historiques,Waste on areas (to be reconditioned) in CBFK (11 m3),F3-4-03,"20,526",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,HA/MA liquid effluents (1.1 m3),F3-4-03,"0,0715",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste that can be compacted (plastic, metal, inert, etc.) in 118L metal drums (C0) (738 118L drums)",F3-4-01,"37,638",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (185 118L drums)",F3-4-03,"40,7",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Non-compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (C0) (42 x 118L drums)",F3-4-01,"9,45",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Non-compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (7 drums of 118L)",F3-4-03,"6,86",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 223L (C0) metal drums (48 x 223L drums)",F3-4-01,"10,8",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (9 BI)",F3-4-02,"36,54",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in C0 (4P and 4Q) (181 drums of 223L)",F3-4-03,"40,725",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in metal boxes (8S) (19 metal boxes)",F3-4-02,"77,14",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in CBFK (12B, 12F and 12G) (81 CBFK)",F3-4-03,"396,9",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in pre-concreted metal box (9X) (1 CMP (CPP))",F3-4-09,"4,06",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (1.2 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets de structure,PHE FAMA-VC bins (134 PHENIX bins),F3-4-03,"131,32",Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets de structure,CEL bins (100 CELESTIN bins),F3-4-03,98,Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (5 x 118L drums)",F3-4-01,"0,255",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (1 x 118L drums)",F3-4-03,"0,22",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (26 x 118L drums)",F3-4-01,"1,326",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Technological waste of the FMA-VC category that can be compacted (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (6 drums of 118L)",F3-4-03,"1,32",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC waste to be placed in the template (glove box, containers, etc.) then in 118L metal drums (C0) (0.82 t)",F3-4-01,"1,65886",Data updated with each new edition of the National Inventory,"239Pu, 240Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC waste to be placed in the template (glove box, containers, etc.) then in 118L metal drums (CBFK) (0.18 t)",F3-4-03,"1,58544",Data updated with each new edition of the National Inventory,"239Pu, 240Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (13 x 118L drums)",F3-4-01,"0,663",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (1 x 118L drums)",F3-4-03,"0,22",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (1 BI)",F3-4-02,"4,06",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Sparkling liquids and incinerable oils (0.34 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,3H
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (60 x 118L drums)",F3-4-01,"3,06",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",F3-4-03,"0,44",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Incinerable scintillating liquids (0.12 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste that can be compacted (plastic, metal, inert, etc.) in 118L (C0) metal drums (18 x 118L drums)",F3-4-01,"0,918",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Compactable FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (6 x 118L drums)",F3-4-03,"1,32",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L (9X) metal drums (1 drum of 118L),F3-4-09,"0,812",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L metal drums (CBFK) (1 x 118L drums),F3-4-03,"0,98",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Non-compactable asbestos waste of category FMA-VC not conditioned (9X) (0.5 m3),F3-4-09,"1,72",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Non-compactable asbestos waste of category FMA-VC not conditioned (CBFK) (0.5 m3),F3-4-03,"2,075",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 223L (C0) metal drums (2 x 223L drums)",F3-4-01,"0,45",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (3 BI)",F3-4-02,"12,18",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Technological waste FMA-VC - Aerosol cans awaiting treatment (1 bag),F3-4-02,"0,174",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Special waste to be packaged - Obsolete electronics (4 drums of 118L),DIV3-05,"0,472",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Lead container (0.896 t),F3-4-02,"0,94528",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (0.8 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,DSFI - Mercury Waste (0.021 t),DIV3-05,"0,001533",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets sans filière immédiate (DSFI),Organic solvents (1.821 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets sans filière immédiate (DSFI),&quot;Exotic&quot; solid waste to be sorted and characterized (0.48 m3),DIV3-05,"0,48",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets sans filière immédiate (DSFI),&quot;Exotic&quot; liquid waste to be sorted and characterized (0.266 m3),DIV3-05,"0,266",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Solid incinerable waste (0.12 m3),F3-7-01,"0,00948",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Incinerable liquid waste (0.95 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets sans filière immédiate (DSFI),DSFI - Mercury waste not immediately evacuable (0.07 m3),DIV3-05,"0,07",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Waste from laboratory analyzes (LMAR) (0.325 m3),DIV3-03,0,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (10 x 118L drums)",F3-4-01,"0,51",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",F3-4-03,"0,44",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,Incinerable scintillating liquids (3.425 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,"3H, 14C, 90Y"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Bags of waste from drum reconditioning operations (cellulose, gloves, rags, etc.) (6 bags of 25L)",F3-4-01,"0,078",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,HA/MA liquid effluents (STEL) to be treated (1527.14 m3),F3-4-03,"99,2641",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,HA/MA liquid effluents (IZOS) to be treated (0.075 m3),F3-4-03,"0,004875",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,HA/MA liquid effluents (ASE) to be treated (555.43 m3),F3-4-03,"36,10295",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Polybonnes containing ERCF washing effluents (0.1 m3),F3-4-03,"0,0065",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste that can be compacted (plastic, metal, inert, etc.) in 118L (C0) metal drums (13 x 118L drums)",F3-4-01,"0,663",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"Technological waste of the FMA-VC category that can be compacted (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (1 drum of 118L)",F3-4-03,"0,22",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 223L (C0) metal drums (5 drums of 223L)",F3-4-01,"1,125",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
